geneID	geneSymbol	bioType	annotationLevel	S-CTL-001	S-CTL-002	S-CTL-003	S-KD-001	S-KD-002	S-KD-003
ENSG00000275232.1	AC073578.2	lncRNA	2	0	0	0	0	0	0
ENSG00000275234.1	AC010503.4	lncRNA	2	0	0	0	0	0	0
ENSG00000275236.1	AC009120.5	lncRNA	2	8	6	15	14	12	9
ENSG00000275238.1	MIR4734	miRNA	3	0	0	0	0	0	0
ENSG00000275239.4	FAM242F	lncRNA	2	0	0	0	0	0	0
ENSG00000275243.1	TRBV16	TR_V_gene	2	0	0	0	0	0	0
ENSG00000275248.1	AL355810.1	lncRNA	2	2	0	0	0	0	0
ENSG00000275249.1	AC171558.3	protein_coding	3	0	0	0	0	0	0
ENSG00000275250.1	AC093913.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275254.1	RF02121	misc_RNA	3	0	0	0	0	0	0
ENSG00000275256.1	MRPS31P1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275259.1	MIR6511A1	miRNA	3	0	0	0	0	0	0
ENSG00000275263.1	AC135048.3	lncRNA	2	16	19	8	42	32	18
ENSG00000275265.1	AC127002.1	lncRNA	2	2	3	1	3	4	3
ENSG00000275266.1	RF01972	misc_RNA	3	0	0	0	0	0	0
ENSG00000275268.1	RF00066	snRNA	3	0	0	0	0	0	0
ENSG00000275273.1	MIR6780A	miRNA	3	0	0	0	0	0	0
ENSG00000275278.1	AC012150.2	lncRNA	2	0	0	0	1	0	0
ENSG00000275280.1	AC007274.3	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275285.1	AL391095.2	lncRNA	2	0	0	0	0	0	2
ENSG00000275286.1	AC025253.1	lncRNA	2	0	0	0	1	1	0
ENSG00000275287.5	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275287.5_PAR_Y	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275291.1	RF00003	snRNA	3	89	125	135	98	81	64
ENSG00000275293.1	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275294.4	LINC02340	lncRNA	2	5	1	3	0	2	0
ENSG00000275295.1	AC073968.1	processed_pseudogene	2	0	0	0	1	0	0
ENSG00000275296.1	AC241377.1	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000275297.1	AL162731.1	lncRNA	2	1	10	2	2	3	2
ENSG00000275302.2	CCL4	protein_coding	2	4255	3411	1659	5008	3364	1634
ENSG00000275305.1	RNA5SP528	rRNA	3	0	0	0	0	0	0
ENSG00000275307.1	RF01892	misc_RNA	3	0	0	0	0	0	0
ENSG00000275310.1	AC006158.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275312.1	AL512324.1	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275314.1	AC006924.1	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275315.1	AC141273.3	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275318.1	AL136981.2	unprocessed_pseudogene	2	74	60	49	47	63	21
ENSG00000275319.1	RF00017	misc_RNA	3	0	0	0	0	1	0
ENSG00000275320.1	Z95327.2	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275322.1	AC103746.1	lncRNA	2	0	1	1	7	4	0
ENSG00000275325.4	PDCD6IPP1	transcribed_unprocessed_pseudogene	2	13	20	8	13	8	5
ENSG00000275327.1	AL354950.2	lncRNA	2	0	0	0	1	0	0
ENSG00000275328.1	SPDYE19P	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275329.1	AL138781.2	lncRNA	2	34	16	12	11	18	4
ENSG00000275332.1	AC103691.2	lncRNA	2	1	0	0	0	0	0
ENSG00000275334.1	MIR5787	miRNA	3	0	0	0	0	0	0
ENSG00000275335.1	MIR8088	miRNA	3	0	0	0	0	0	0
ENSG00000275337.1	RN7SL680P	misc_RNA	3	0	0	0	0	0	0
ENSG00000275339.1	Z99129.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275340.1	FGD5P1	transcribed_unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275342.4	PRAG1	protein_coding	2	56	86	74	31	44	54
ENSG00000275343.1	AC010999.1	lncRNA	2	5	1	1	2	5	5
ENSG00000275344.1	MIR6503	miRNA	3	0	0	0	0	0	0
ENSG00000275345.1	AC091167.5	lncRNA	2	4	1	5	7	1	0
ENSG00000275348.1	AC096861.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275350.1	AL513479.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275352.1	AC006335.2	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275355.1	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275356.4	C7orf77	protein_coding	2	681	754	459	1298	2070	681
ENSG00000275358.1	AL080312.2	lncRNA	2	0	0	0	0	0	0
ENSG00000275359.1	RF02179	misc_RNA	3	0	0	0	0	0	0
ENSG00000275360.1	MIR6868	miRNA	3	0	0	0	0	0	0
ENSG00000275361.1	AC245517.5	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275362.1	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275363.1	AC100757.3	unprocessed_pseudogene	2	0	0	0	5	0	1
ENSG00000275367.1	AC092111.1	lncRNA	2	10	12	8	27	21	38
ENSG00000275371.1	AC012645.4	lncRNA	2	0	0	0	3	1	0
ENSG00000275372.1	RF01984	misc_RNA	3	0	0	0	0	0	0
ENSG00000275373.1	MIR6124	miRNA	3	0	0	0	0	0	0
ENSG00000275374.1	AC113385.3	unprocessed_pseudogene	1	19	31	39	43	25	43
ENSG00000275377.1	MIR1299	miRNA	3	0	0	0	0	0	0
ENSG00000275379.1	HIST1H3I	protein_coding	2	0	0	0	0	0	0
ENSG00000275381.1	AC019206.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275383.1	AC126773.4	lncRNA	2	4	9	5	5	1	1
ENSG00000275385.1	CCL18	protein_coding	2	4744	4470	2155	4306	3524	1568
ENSG00000275386.1	AC105081.1	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275387.1	AL049732.1	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275389.1	AC068790.9	lncRNA	2	24.76	23.33	11.42	63	63.7	31.87
ENSG00000275390.1	AL353626.1	lncRNA	2	0	0	0	0	0	0
ENSG00000275391.1	MIR6770-3	miRNA	3	0	0	0	0	0	0
ENSG00000275392.1	AL445493.3	lncRNA	2	0	0	0	0	0	0
ENSG00000275393.1	AC018695.6	lncRNA	2	0	0	0	0	0	0
ENSG00000275395.6	FCGBP	protein_coding	2	480	729	610	4146	3271	1768
ENSG00000275400.1	AC006001.4	processed_pseudogene	1	71.02	51	81.46	60.41	65.95	126.11
ENSG00000275401.1	AL391095.3	lncRNA	2	32	16	24	54	102	39
ENSG00000275405.1	RF00003	snRNA	3	3	4	4	5	11	15
ENSG00000275406.1	AL359742.1	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275409.1	AC026367.2	lncRNA	2	5	3	4	5	6	6
ENSG00000275410.5	HNF1B	protein_coding	2	2430	2304	1915	1844	2421	1474
ENSG00000275411.1	MIR6882	miRNA	3	0	0	0	0	0	0
ENSG00000275413.1	AC002553.2	lncRNA	2	6	0	0	1	4	2
ENSG00000275414.1	RF02271	misc_RNA	3	0	0	0	0	0	0
ENSG00000275417.1	AC068726.1	lncRNA	2	4	1	1	4	2	0
ENSG00000275418.1	AC104971.3	lncRNA	2	0	0	0	0	0	0
ENSG00000275419.1	AL357075.2	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275423.1	AC092650.2	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275426.1	AC253576.2	lncRNA	2	0	0	0	0	0	0
ENSG00000275427.1	AF067845.2	lncRNA	2	0	0	0	0	0	0
ENSG00000275429.1	MIR6862-1	miRNA	3	0	0	0	0	0	0
ENSG00000275431.1	AC244100.2	lncRNA	2	0	0	0	0	1	0
ENSG00000275432.1	AC022149.2	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275437.1	AL121832.3	lncRNA	2	12	18	34	111	135	58
ENSG00000275438.1	AL031008.1	lncRNA	2	1	0	0	0	0	0
ENSG00000275441.1	AC020765.2	lncRNA	2	8	18	34	11	20	53
ENSG00000275443.2	AC012409.2	lncRNA	2	0	0	0	0	0	0
ENSG00000275445.1	AC092119.3	lncRNA	2	5	4	3	4	7	7
ENSG00000275448.1	AC027506.1	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000275449.1	MIR6859-3	miRNA	3	0	0	0	0	0	0
ENSG00000275450.1	AL845472.1	lncRNA	2	14.53	26	18.02	26.41	10	4
ENSG00000275451.1	MIR6085	miRNA	3	0	0	0	0	0	0
ENSG00000275453.2	MIR548O2	miRNA	3	0	0	0	0	0	0
ENSG00000275454.1	AC105020.6	lncRNA	2	20	18	18	9	9	22
ENSG00000275455.1	MIR7852	miRNA	3	0	0	0	0	0	0
ENSG00000275457.1	AL117332.1	lncRNA	2	113	101	64	195	146	99
ENSG00000275458.1	MIR6809	miRNA	3	0	0	0	0	0	0
ENSG00000275460.1	RF00017	misc_RNA	3	0	0	0	1	0	0
ENSG00000275461.1	AC084768.2	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275464.4	FP565260.1	protein_coding	2	1810	1684	379	2194	291	2541
ENSG00000275465.7	AL449403.2	lncRNA	2	0	0	0	0	0	0
ENSG00000275467.1	AC083806.3	lncRNA	2	2	2	4	8	6	4
ENSG00000275468.1	AC004678.1	processed_pseudogene	2	17	7	29.81	19.1	15.38	6
ENSG00000275469.1	MIR6130	miRNA	3	0	0	0	0	0	0
ENSG00000275475.1	IGHV3-54	IG_V_pseudogene	2	0	0	0	0	0	0
ENSG00000275476.1	AC009318.4	lncRNA	2	52	15	5	7	7	3
ENSG00000275479.1	AC087741.2	lncRNA	2	8	6	6	14	9	14
ENSG00000275480.1	AC131055.2	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275481.1	AC025031.4	lncRNA	2	49	24	52	39	45	33
ENSG00000275484.1	AP003419.3	lncRNA	2	3	0	2	1	11	2
ENSG00000275485.1	AL512652.1	lncRNA	2	6	9	7	4	5	4
ENSG00000275488.1	AC023509.4	processed_pseudogene	2	0	0	0	0	0	1
ENSG00000275489.1	C17orf98	protein_coding	2	7005	4247	3008	3522	2525	1888
ENSG00000275490.1	AC233263.2	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275491.1	LINC01730	lncRNA	2	8	4	16.33	0	12.29	7
ENSG00000275493.2	AL627230.1	protein_coding	3	1	1	0	1	3	0
ENSG00000275494.1	AC133552.5	lncRNA	2	39	32	48	39	44	55
ENSG00000275496.4	CU633906.1	lncRNA	2	36	30	32	100	93	67
ENSG00000275497.1	AC009237.17	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275502.1	RF02091	misc_RNA	3	0	0	0	0	0	0
ENSG00000275503.1	AL355994.5	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275504.1	RF00066	snRNA	3	0	0	0	0	0	0
ENSG00000275506.1	AC010378.1	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000275508.1	AL109620.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275512.1	AC007998.4	lncRNA	2	47	51	29	1	1	1
ENSG00000275515.1	AC012676.2	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275516.1	AC100791.3	lncRNA	2	0	0	0	0	0	0
ENSG00000275518.1	MIR6718	miRNA	3	0	0	0	0	0	0
ENSG00000275519.1	MIR6804	miRNA	3	0	0	0	0	0	0
ENSG00000275520.1	FAM236A	protein_coding	2	1	0	0	1	3	0
ENSG00000275523.1	MIR6508	miRNA	3	0	0	0	0	0	0
ENSG00000275524.1	SNORD115-26	snoRNA	3	0	0	0	0	0	0
ENSG00000275527.1	AC100835.2	lncRNA	2	2	2	1	8	6	2
ENSG00000275529.1	SNORD116-4	snoRNA	3	0	0	0	0	0	0
ENSG00000275532.1	AC006449.2	lncRNA	2	6	6	8	23	19	29
ENSG00000275538.1	RNVU1-19	snRNA	3	0	0	0.82	0	1.14	1.66
ENSG00000275540.1	AC011477.7	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275547.1	AC010632.3	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275549.1	STPG3-AS1	lncRNA	2	13	11	17	17	23	10
ENSG00000275550.1	AL096712.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275552.1	AC243965.2	lncRNA	2	0	0	2	4	3	2
ENSG00000275553.3	ELOA3C	processed_pseudogene	2	2	0	0	3	1	1
ENSG00000275557.1	AC242842.1	lncRNA	2	0	1	0	0	0	0
ENSG00000275558.1	RN7SKP175	misc_RNA	3	70.79	60.89	177.33	41.3	39.02	95.86
ENSG00000275559.1	RF02110	misc_RNA	3	0	0	0	0	0	0
ENSG00000275560.1	AC008115.3	lncRNA	2	80	60	100	78	106	133
ENSG00000275562.1	AC104763.3	unprocessed_pseudogene	1	1	0	0	0	0	0
ENSG00000275563.1	AL929601.3	lncRNA	2	0	0	0	0	0	0
ENSG00000275567.1	AC008250.2	lncRNA	2	0	0	0	0	0	0
ENSG00000275569.1	AL355073.2	lncRNA	2	0	0	1	10	17	5
ENSG00000275572.1	GRIFIN	protein_coding	2	403.52	343	272	856	1065	633.55
ENSG00000275576.1	AL049539.1	lncRNA	2	3	2	9	11	25	12
ENSG00000275578.1	AC007742.2	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275580.1	AC022306.2	lncRNA	2	19	14	20	21	20	9
ENSG00000275582.1	AL031670.1	lncRNA	2	0	0	0	0	0	0
ENSG00000275585.2	AC241377.2	transcribed_unprocessed_pseudogene	2	0	0	0	1	0	0
ENSG00000275586.1	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275588.1	RN7SL341P	misc_RNA	3	0	0	0	0	0	0
ENSG00000275589.1	RF01905	misc_RNA	3	0	0	0	0	0	0
ENSG00000275591.4	XKR5	protein_coding	2	92	183	117	10628	7059	9781
ENSG00000275592.1	VN1R7P	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275597.1	AC108479.2	unprocessed_pseudogene	2	18	16	7	20	15	8
ENSG00000275598.1	AP000484.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275601.1	AC011330.2	lncRNA	2	2	1	2	2	22	6
ENSG00000275607.1	AC135507.2	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275609.1	AP000346.3	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275610.1	DUX4L21	unprocessed_pseudogene	1	0	0	0	0	0	0
ENSG00000275612.1	AC104237.2	lncRNA	2	0	0	0	0	0	0
ENSG00000275613.2	AC243830.1	lncRNA	2	25	64	74	63	84	82
ENSG00000275616.1	RF00004	snRNA	3	0	0	0	0	0	0
ENSG00000275620.1	AL121827.2	lncRNA	2	0	0	0	9	0	0
ENSG00000275625.1	RF02123	misc_RNA	3	0	0	0	0	0	0
ENSG00000275628.2	AL590491.1	transcribed_processed_pseudogene	1	0	0	0	0	0	0
ENSG00000275630.1	AC004816.2	lncRNA	2	10	3	3	18	14	17
ENSG00000275631.1	RF00003	snRNA	3	0	0	0	0	0	0
ENSG00000275632.1	AL035461.2	lncRNA	2	342	252	206	486	566	284
ENSG00000275634.1	RF02160	misc_RNA	3	1.15	4.36	2.55	0.79	0	0
ENSG00000275635.1	RF00066	snRNA	3	0	0	0	0	0	0
ENSG00000275636.1	AC021755.3	lncRNA	2	1	1	1	0	2	0
ENSG00000275638.1	AC011939.3	lncRNA	2	3	9	6	6	4	1
ENSG00000275640.1	MIR6793	miRNA	3	0	0	0	0	0	0
ENSG00000275642.1	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275643.1	RBM22P6	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275645.1	AC068338.3	lncRNA	2	16	8	14	16	23	21
ENSG00000275646.1	RF02174	misc_RNA	3	0	0	0	0.65	0	0
ENSG00000275647.1	AC093783.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275649.1	AL445584.2	lncRNA	2	0	0	0	0	0	0
ENSG00000275651.1	MIR6851	miRNA	3	0	0	0	0	0	0
ENSG00000275652.1	MIR6796	miRNA	3	0	0	0	0	0	0
ENSG00000275654.1	AC138894.4	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275655.1	RN7SL313P	misc_RNA	3	0	0	1	0	0	0
ENSG00000275656.1	RF02171	misc_RNA	3	0	0	0	0	0	0
ENSG00000275661.1	RF01974	misc_RNA	3	0	0	0	0	0	0
ENSG00000275662.1	SNORD112	snoRNA	3	0	0	0	0	0	0
ENSG00000275663.1	HIST1H4G	protein_coding	2	808	765	554	979	1473	825
ENSG00000275664.1	RF01518	misc_RNA	3	0	0	0	0	0	0
ENSG00000275665.1	AC006449.3	lncRNA	2	1	0	0	0	0	0
ENSG00000275666.1	RF01946	misc_RNA	3	0	0	0	0	0	0
ENSG00000275667.1	MIR6839	miRNA	3	0	0	0	0	0	0
ENSG00000275669.1	MIR6744	miRNA	3	0	0	0	0	0	0
ENSG00000275670.1	MIR8076	miRNA	3	0	0	0	0	0	0
ENSG00000275672.1	AC025580.3	lncRNA	2	0	2	1	6	2	4
ENSG00000275674.1	AC091167.6	protein_coding	2	1598	1170	1293	960	640	786
ENSG00000275675.1	AL161931.1	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275676.1	BX005040.1	lncRNA	2	0	0	0	0	0	0
ENSG00000275678.1	AL133320.1	lncRNA	2	0	0	0	0	1	0
ENSG00000275680.1	RF00017	misc_RNA	3	0	1	0	0	0	0
ENSG00000275681.1	U73479.1	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275688.4	CCL15-CCL14	protein_coding	2	441	822	953	1109	1035	394
ENSG00000275689.1	RF02116	misc_RNA	3	0	0	0	0	0	0
ENSG00000275691.2	AC026461.4	transcribed_unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275692.1	MIR6724-4	miRNA	3	0	0	0	0	0	0
ENSG00000275693.1	RF02116	misc_RNA	3	3	0	0	0	0	0
ENSG00000275695.1	UBE2Q2P6	transcribed_unprocessed_pseudogene	1	4	0	2	2	11	4
ENSG00000275696.1	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275700.5	AATF	protein_coding	2	6315	5129	3532	11967	13631	5356
ENSG00000275703.1	U47924.3	lncRNA	2	3	1	6	2	1	0
ENSG00000275708.1	MIR3648-1	miRNA	3	0	0	3	3	2	2
ENSG00000275709.1	AC090527.3	lncRNA	2	8	4	7	8	21	6
ENSG00000275710.1	AC007485.1	lncRNA	2	2	1	1	0	0	0
ENSG00000275711.1	MIR6795	miRNA	3	0	0	0	0	0	0
ENSG00000275713.2	HIST1H2BH	protein_coding	2	2867	2010	2976	1818	1654	2181
ENSG00000275714.1	HIST1H3A	protein_coding	2	1038	799	892	768	984	955
ENSG00000275716.1	AL080285.2	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000275718.2	CCL15	protein_coding	2	0	0	0	0	0	0
ENSG00000275719.1	AC008622.2	lncRNA	2	18	12	13	57	30	30
ENSG00000275720.1	AC243830.2	lncRNA	2	6	4	4	2	0	4
ENSG00000275722.5	LYZL6	protein_coding	2	13.39	3.55	5.09	3.23	1	0
ENSG00000275725.1	AC104010.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275726.1	MIR6088	miRNA	3	0	0	0	0	0	0
ENSG00000275728.1	AL049794.2	lncRNA	2	1	0	0	2	0	0
ENSG00000275733.1	AC092266.1	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000275734.2	AC010538.1	lncRNA	2	21	21	13	58	31	7
ENSG00000275740.1	AC091959.3	protein_coding	2	5983	4085	2186	4932	5402	2124
ENSG00000275741.1	AL162497.1	lncRNA	2	2	0	0	0	0	0
ENSG00000275743.1	TRBV14	TR_V_gene	2	1	1	0	0	0	0
ENSG00000275745.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000275747.1	IGHV3-79	IG_V_pseudogene	2	0	0	0	0	0	0
ENSG00000275756.1	AL354751.3	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275757.1	RF00002	rRNA	3	37719	25421	12708	57756	54326	25955
ENSG00000275759.1	AC026367.3	lncRNA	2	37	19	18	29	53	19
ENSG00000275763.3	C18orf65	lncRNA	2	0	0	0	0	0	0
ENSG00000275764.1	AC092747.4	lncRNA	2	349	239	170	89	77	51
ENSG00000275765.5	AC091982.3	lncRNA	2	121	113	76	61	54	73
ENSG00000275767.1	AC244015.2	unprocessed_pseudogene	2	3	2	2	13	19	20
ENSG00000275768.1	SLC2AXP1	unprocessed_pseudogene	1	0	0	0	0	0	0
ENSG00000275769.1	AC068792.1	lncRNA	2	27	19	11	16	15	10
ENSG00000275770.1	MIR6505	miRNA	3	0	0	0	0	0	0
ENSG00000275771.1	OR4G6P	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275772.1	AC244157.2	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275773.1	AL590227.1	lncRNA	2	0	0	0	0	0	0
ENSG00000275774.2	HNRNPCL2	protein_coding	2	4944	3739	2791	2885	3478.77	2471
ENSG00000275776.1	RN7SL185P	misc_RNA	3	0	0	0	0	0	0
ENSG00000275778.2	AC018630.2	protein_coding	2	2084	2057	1904	1075	1380	1352
ENSG00000275785.1	AC015914.2	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275787.1	OR7G15P	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275788.1	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275789.1	MIR8064	miRNA	3	0	0	0	0	0	0
ENSG00000275791.1	TRBV10-3	TR_V_gene	2	0	0	0	0	0	0
ENSG00000275793.1	RIMBP3	protein_coding	2	0	0	8	21	30	6
ENSG00000275799.1	AP001059.2	lncRNA	2	0	0	2	9	6	2
ENSG00000275800.1	EIF5P2	unprocessed_pseudogene	1	0	0	0	0	0	0
ENSG00000275801.1	AL121985.3	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275803.1	RN7SL736P	misc_RNA	3	0	0	0	0	0	0
ENSG00000275805.1	AC090206.1	lncRNA	2	3	22	7	1	7	3
ENSG00000275807.1	AC145285.6	lncRNA	2	20	21	33	24	35	25
ENSG00000275808.1	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275810.1	MIR8082	miRNA	3	0	0	0	0	0	0
ENSG00000275811.1	HTR1DP1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275812.1	AL121829.2	lncRNA	2	1	2	1	0	2	0
ENSG00000275816.1	MIR6500	miRNA	3	0	0	0	0	0	0
ENSG00000275818.1	MIR6818	miRNA	3	0	0	0	0	0	0
ENSG00000275823.1	RF02107	misc_RNA	3	0	0	0	0	0	0
ENSG00000275826.1	AC093909.5	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000275827.1	AC021506.2	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275828.1	AC134879.3	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275830.2	AL390755.1	lncRNA	2	0	1	0	0	0	0
ENSG00000275832.5	ARHGAP23	protein_coding	2	885.15	696.21	942.34	1258.64	1703.17	1232.71
ENSG00000275833.1	AC073107.2	unprocessed_pseudogene	2	0	0	0	1	0	1
ENSG00000275834.1	AC084368.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275835.5	TUBGCP5	protein_coding	2	824	573	428	1038	995	766
ENSG00000275836.1	MIR6068	miRNA	3	0	0	0	0	0	0
ENSG00000275839.1	AC243654.2	processed_pseudogene	1	3	1	2	4	7	4
ENSG00000275840.1	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275842.1	MIR941-5	miRNA	3	0	0	0	0	0	0
ENSG00000275846.1	AL513548.3	lncRNA	2	1	4	5	8	4	5
ENSG00000275850.1	AC005912.2	lncRNA	2	7	3	5	9	12	4
ENSG00000275852.1	LINC01742	lncRNA	2	0	0	3	0	2	1
ENSG00000275853.1	RF00017	misc_RNA	3	0	0	0	1	0	0
ENSG00000275854.1	AC084824.4	lncRNA	2	26	19	25	49	66	17
ENSG00000275856.1	RF02219	misc_RNA	3	0	0	0	0	0	0
ENSG00000275857.1	AC009133.4	lncRNA	2	8	21	15	20	42	30
ENSG00000275859.1	MIR6720	miRNA	3	0	0	0	0	0	0
ENSG00000275860.1	AC005702.4	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275862.1	AC008622.3	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000275863.1	MIR7975	miRNA	3	0	0	0	0	0	0
ENSG00000275866.1	AC016991.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275868.1	MIR8054	miRNA	3	0	0	0	0	0	0
ENSG00000275869.1	AC136612.1	protein_coding	3	6	2	1	10	8	4
ENSG00000275871.1	AC131025.2	lncRNA	2	0	0	0	0	0	0
ENSG00000275874.1	PICSAR	lncRNA	2	0	0	0	0	0	0
ENSG00000275875.1	AC091812.3	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275877.1	RF00002	rRNA	3	0	0	0	0	0	0
ENSG00000275878.1	RN7SL43P	misc_RNA	3	1	0	0	0	0	0
ENSG00000275880.1	AL139385.1	lncRNA	2	23	14	10	40	51	29
ENSG00000275881.1	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275882.1	IKBKGP1	unprocessed_pseudogene	2	368	376	160	370	344	161
ENSG00000275888.1	AC132872.3	lncRNA	2	1	1	2	0	0	1
ENSG00000275894.1	AL021578.1	lncRNA	2	11	4	10	9	5	9
ENSG00000275895.7	U2AF1L5	protein_coding	2	3193	2701	1950	2364	2364	1736
ENSG00000275896.5	PRSS2	protein_coding	2	7006	5913	3019	4680	5469	1997
ENSG00000275897.1	AC021491.4	lncRNA	2	1	0	5	0	3	0
ENSG00000275898.1	AC125603.4	lncRNA	2	0	0	0	0	0	0
ENSG00000275900.1	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000275901.1	RF00017	misc_RNA	3	1	0	0	0	1	0
ENSG00000275902.1	AC139530.4	lncRNA	2	77	48	65	99	170	63
ENSG00000275904.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000275905.1	AP003789.1	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275906.1	NAPGP2	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000275908.1	RF00618	snRNA	3	0	0	0	0	0	0
ENSG00000275909.1	RF00017	misc_RNA	3	0	0	0	0	0	0
ENSG00000275910.1	AC138932.5	lncRNA	2	3	5	15	17	5	9
ENSG00000275915.1	RF02158	misc_RNA	3	0	0	0	0	0	0
ENSG00000275919.1	AL161420.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275923.1	AL160413.1	lncRNA	2	0	0	0	0	0	0
ENSG00000275924.1	MIR6807	miRNA	3	0	0	0	0	0	0
ENSG00000275927.1	AC009152.1	lncRNA	2	2	2	4	2	4	1
ENSG00000275928.2	REXO1L11P	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000275929.1	AC068831.5	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000275930.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000275933.1	RF00100	misc_RNA	3	0	0	0	0	0	0
ENSG00000275936.1	AC004263.1	lncRNA	2	10	12	15	4	11	5
ENSG00000275939.1	RF02271	misc_RNA	3	0	0	0	2	0	0
ENSG00000275940.1	MRPL57P3	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000275942.1	RF01876	misc_RNA	3	0	0	0	0	0	0
